transaction_id,account_id,amount,transaction_date,transaction_time,merchant,location,transaction_type,is_fraud
a5c7d828-4774-4441-ad6a-44331b502552,534195,4461.62,2024-07-05,9:03:00,Conley LLC,Lake Kim,debit,0
947f81eb-b8a2-4675-8334-0b42668cf8b5,647206,1792.82,2024-09-08,15:59:00,Perez PLC,East Michelleshire,credit,0
8fb6f2ad-dff1-4f73-94c3-fff0ed2f850a,417267,1657.73,2024-03-01,2:01:00,"White, Meyers and Davis",East Patricia,credit,0
b301866b-12ce-457d-bf23-50df30178047,603456,7730.76,2024-05-11,20:59:00,"Baker, Wagner and Maddox",Brooksfurt,debit,0
fe8f6388-1f14-4fb8-af34-b36f1f77e482,105251,5453.06,2024-02-27,12:53:00,Brown-Coleman,Port Samanthaton,credit,0
0db74102-ce2d-4309-8f64-3e1dfdb6e688,434939,2433.8,2024-03-24,21:54:00,Griffith Group,Saraburgh,debit,0
6918d3e3-4f73-4b68-a595-7cad347bc93f,711161,1590.74,2024-08-04,23:28:00,Ballard PLC,Maryport,debit,0
76c4b4f5-e71d-4234-a0b7-a1d3bf1073b2,353134,7365.85,2024-03-07,13:06:00,Cunningham Inc,Hernandezton,debit,0
43cc920b-61c1-4de4-807c-886ed06caf27,731352,5003.8,2024-04-02,23:13:00,Rivas Ltd,New Peter,credit,0
f45f352b-ee84-4aa7-b970-92f2c001b32b,583856,8980.9,2024-04-20,12:59:00,Waters-Johnson,West Allisonmouth,credit,0
a4ebef50-6dfd-4168-a1e3-d802020ebbdf,713348,3498.81,2024-05-27,0:25:00,"Gibbs, Evans and Rogers",South Tonyton,debit,0
add0c0e6-9972-4386-b8c9-af5d26463461,273850,5591.61,2024-01-28,10:12:00,"Shelton, Webb and Newman",Johnstad,credit,0
03d9fa0b-4dff-4ae0-8cab-f12a42f7e64e,535341,8292.37,2024-06-25,19:03:00,Nichols Ltd,Katelynbury,credit,0
1fa165b9-56e4-4aa4-9200-d89a6f9ba107,168095,515.22,2024-02-03,11:58:00,"Day, Campbell and Malone",Rodriguezhaven,credit,0
7dba0bc2-17b0-46b1-ad77-bcbf9c9285f7,737767,4546.24,2024-04-25,17:07:00,Le-Forbes,New Craig,debit,0
9296b17c-088b-404c-9b70-497ebd587178,557714,7748.27,2024-08-03,12:50:00,"Orozco, Waller and Gordon",New Ashleyton,debit,0
9f72f9a5-6d5d-49f7-90c5-2fa971fa75b7,371708,8980.44,2024-02-05,9:11:00,"Barnes, Ramsey and Perez",Cooperfurt,debit,0
a3a6ad2a-a52a-4e30-a3b0-fd05f52f594b,781080,5201.44,2024-05-28,23:27:00,Lucas Group,Brandonstad,credit,0
61d306d6-a881-44da-bc86-db12be78c1d7,438754,6194.93,2024-04-25,16:40:00,"Bradley, Morgan and Clay",Jonathantown,credit,0
0e5c639e-92b6-4e52-af1d-655dd069f945,717116,5757.43,2024-02-13,11:52:00,Morgan-Mann,Gayberg,debit,0
c2cb9b8a-8297-4d44-9ff3-1ab0f24b46ca,222028,9623.93,2024-09-07,21:18:00,Burnett-Cruz,Josephland,debit,0
9351b46b-9711-440b-acbf-09badf9fa625,358516,7185.24,2024-06-19,21:44:00,"Webb, Mccoy and Wagner",Jamesburgh,credit,0
cd4fdf9b-c29a-43d0-9886-28de42b4c2b7,677367,7670.72,2024-01-05,22:25:00,"Camacho, Stephens and Cortez",Hillhaven,credit,1
0277d5d1-a354-41da-b308-b219c90d679c,399353,1634.71,2024-08-26,6:34:00,"Romero, Harris and Williams",Lindachester,debit,0
14a86dd0-5f9e-4e07-a41a-63ca67a4a04e,724041,4012.69,2024-01-03,16:27:00,"Anderson, Romero and Alvarez",West Jesusville,credit,1
668b4081-be69-4f0d-aa1b-645455e032ce,291411,806.66,2024-04-11,3:14:00,"Kelly, Garcia and Martin",East Terriport,credit,0
3d59eb2b-f984-4413-af51-5f97ecf39066,200664,6846.92,2024-01-29,23:52:00,George-Franco,New Nancy,debit,0
d06a3ef6-fbc4-4b46-b9fb-ed91a8991cba,586287,8633.09,2024-06-22,14:46:00,Martinez and Sons,Lake Christopherburgh,debit,0
5d08c4fa-51cc-4b6f-859e-90f62f14082f,879558,5559.64,2024-02-27,17:26:00,Foster Group,Port Tony,debit,0
fa4bbac4-470e-428e-bfc1-fc57330b9b89,221558,6276.39,2024-06-24,10:45:00,Chung-Mills,Parkerland,credit,0
5d3027c3-d7c3-490b-aa36-1a86e3cd4d4b,739393,4090.55,2024-03-06,17:40:00,Strong-Green,Jessicaview,debit,0
873f555e-7a25-43b6-b1e2-c5985700a22e,783947,2005.41,2024-03-01,20:49:00,Lawson LLC,Port Dawn,debit,0
c6cc90f5-a5b9-4afb-94fa-2ed5ffc5ea97,963907,561.95,2024-07-07,4:16:00,"Chavez, Peterson and Davis",Louisfort,debit,0
000c7318-bc5c-43cc-a826-9f8365630fe6,544775,7596.4,2024-06-10,1:45:00,"Patel, Cooke and Anderson",South Nicole,debit,0
6034a55b-9130-4aab-b7d1-4298faa2f1e8,408282,5070,2024-02-17,16:15:00,"Harris, Martin and Stout",South Timothy,debit,0
c523b877-3997-4453-a1ff-f292c246c03d,770563,3421.84,2024-05-19,9:33:00,Jacobs-Taylor,Stevenhaven,debit,0
490132ee-e587-4202-93e0-65dd6d2d1cd4,568467,8534.23,2024-06-13,3:45:00,Shaw LLC,Mortonchester,debit,0
2cc81d08-160a-4644-88d1-a5197bf463c8,666028,7201.28,2024-05-01,3:21:00,"Miller, Odonnell and Gonzalez",Chelseatown,debit,0
9c78744d-8736-48b7-891c-d6f362d8990d,276694,9647.61,2024-02-02,13:38:00,Williams Group,Danielmouth,debit,0
1ba55d06-177a-4508-b0fa-8b1ac2f01644,168669,5959.39,2024-03-01,11:24:00,"Ramirez, Trevino and Stevens",Moorefurt,debit,0
a952d1fa-8078-4d78-8dd4-91e4b06ab045,443582,6518.05,2024-03-14,21:03:00,"Peters, Lewis and Gonzalez",West Peter,credit,0
c0df9bac-3965-40db-a0fc-5e7789b0d3cf,739952,3746.09,2024-07-03,19:13:00,Cruz Inc,Archerfort,credit,0
e102d868-188f-49ab-9c03-7890aca70aed,422671,963.58,2024-01-05,21:47:00,Mueller-Sweeney,West Kyleshire,credit,0
17f5c3a1-ce56-4190-881a-37ba35affbdb,881097,748.15,2024-03-31,16:23:00,"Nunez, Harris and Davis",Kimberlyburgh,debit,0
e352f658-1d00-4c29-9d58-8007f392c194,699674,9838.96,2024-07-04,5:08:00,Brown-Ruiz,Williamschester,credit,0
753c0647-6409-454a-9e8f-2a2f25e3074d,455828,8481.36,2024-02-06,15:23:00,Holland and Sons,North Jeffrey,credit,0
65f4f2e3-b8b9-4842-abef-f7513c0680c8,949151,5645.07,2024-07-04,15:50:00,Page-Jones,Lake Timothytown,debit,0
c15b58c7-1736-45ce-a064-f45c6229320a,789579,6925.91,2024-05-07,0:49:00,Johnson-Holden,West Robin,credit,0
907e5daa-63a8-423f-bce7-6bc13c4f4437,483743,8598.77,2024-05-08,19:41:00,Johnson-Love,Alexafurt,debit,0
36da112e-40fc-4607-b739-850000f56b1a,769366,1722.59,2024-04-19,2:34:00,Duffy-Rhodes,Morganland,credit,0
f7000bf9-62b7-4a73-ae13-2d36be97d7b3,927664,8646.19,2024-08-21,8:42:00,"Hill, Torres and Williams",Garrettborough,credit,0
990a5adc-b919-42f0-9600-995248355e24,662768,5116.07,2024-07-13,20:42:00,Garcia and Sons,East Teresamouth,debit,0
c09d2796-33ab-4060-b3aa-7d0a11987ef5,560579,5783.12,2024-06-09,17:44:00,"Adams, Cruz and Wall",Ericstad,debit,0
98fc391d-3971-4d24-92d5-49f78ab39d81,566347,7067.83,2024-07-02,23:30:00,Stevens LLC,Michellebury,debit,0
c1dbc97a-4725-4e2c-930a-263f334736a4,733516,1759.18,2024-07-28,10:22:00,Herman-Novak,Lauriefort,debit,0
84d678dd-a443-4561-a5f0-e57c3df8d3e3,460026,9556.92,2024-06-19,15:43:00,Juarez-Davis,East Billy,debit,0
50b8d96c-ffea-403b-9061-1f0c9d175068,201745,4334.65,2024-04-21,22:41:00,"King, Zavala and Miller",Robinmouth,credit,0
9bfd1f37-c693-470f-b3a4-6ea4cbbf29b5,296569,6404.14,2024-04-01,4:28:00,Sandoval Group,East Rodneybury,credit,0
89455f6d-e740-49d6-ac37-fc115db12d54,932147,9010.52,2024-07-28,18:23:00,Chung and Sons,Jonesmouth,debit,0
7369dd7f-6f38-4176-b729-fa01cf9e2fcb,734813,527.86,2024-05-16,13:55:00,Whitney Inc,Amandabury,debit,0
7d22cf6f-9a8d-4727-ac28-0d8c2219c42b,334166,504.93,2024-01-12,0:52:00,Adams Inc,Lewisside,credit,0
461fed7d-aa0d-419e-8e77-1efb7e81abc3,691982,3611.01,2024-05-24,20:02:00,"Pearson, Macias and Keller",Blanchardstad,credit,0
72c1d55e-ff10-4a0b-a045-cc05b7f596c4,991615,437.27,2024-03-30,21:37:00,"Washington, Cooper and Wright",Pooletown,debit,0
63d98e5f-a00f-4827-be93-b63a237cc0fa,896435,1957.36,2024-05-28,1:25:00,"Cole, Bryan and Williams",North Kevinside,credit,0
67be19a1-9ae8-45fb-9443-bd3c48fe3565,948136,7525.93,2024-03-15,6:42:00,"Brown, Clark and Pacheco",New Jonport,debit,0
abb0a2b4-5a4e-4443-80dd-7e3a532ab7e2,444196,8787.84,2024-06-11,8:03:00,"Bell, Wells and Dunlap",Allenmouth,credit,0
c5e53761-a95b-4064-a57d-59e607f9822b,284757,5818.22,2024-06-15,7:13:00,Rangel and Sons,Thomasborough,debit,0
dfd4f80f-9473-4135-a846-7e89e9fae0bf,772933,8900.77,2024-05-27,22:29:00,Lewis Group,East Patrick,debit,0
567c3140-3dde-4527-8683-80155ecc96b2,515870,9597.79,2024-01-05,17:25:00,Gonzales PLC,South Jennifer,credit,0
638ebf75-979b-4016-9dbb-813f8af6c63f,543182,7219.72,2024-06-08,15:05:00,Nguyen LLC,Blakeshire,debit,0
1d0317b3-0333-4d6c-ad89-285584589169,659505,6498.94,2024-03-07,19:08:00,Rice-Flores,Port Anthonychester,credit,0
b4efabac-3e40-4ae7-8499-758fc77c6c11,647160,6201.23,2024-05-09,2:00:00,"Dennis, Williams and Johnson",West Leslieside,credit,0
5bab0f2e-b117-4fac-ae85-c801a341818c,112813,6654.73,2024-07-12,5:48:00,Lopez-Perez,Phillipland,debit,0
82d390a2-04f9-4612-8f5a-b931384cb2aa,201601,5107.81,2024-04-10,19:41:00,Walter Ltd,Halltown,debit,0
d65dbfba-40dd-4ba0-97ba-1c278314b089,518518,5831.94,2024-05-27,22:16:00,Ramsey Group,Murphyton,debit,0
862be9bf-9f49-4ec7-80e6-d9919d1c83f8,297658,6227.95,2024-05-30,7:48:00,Rodriguez PLC,Davidbury,credit,0
0f0aecd3-6ffa-49e1-b33d-c17284a7caa2,950627,322.36,2024-01-19,8:45:00,"Horton, Cochran and Mckenzie",Swansonbury,debit,0
35a3bc83-2dba-44a0-a61d-4c0803423026,286842,7272.67,2024-04-14,10:17:00,"Ortiz, Lee and Bowers",West Nathanborough,debit,0
cd86aae6-cd64-4364-afb5-06caa8ec0928,599255,9867.38,2024-08-07,18:50:00,Bartlett Inc,Alyssabury,credit,0
701ef82c-c379-4b43-9e0d-8589bf7029c8,233489,2899.12,2024-07-31,1:44:00,Jones-Cain,South Kevinside,credit,0
5fe9bfcf-896b-4378-822c-b21cb5e8fa67,358352,3869.43,2024-06-25,13:23:00,"Rogers, Salinas and Green",Banksbury,debit,0
d9d0d4a6-da01-47f3-a4a8-90c4b533bbd8,897889,320.65,2024-09-07,11:13:00,English Group,Johnsonhaven,credit,0
7f3a7474-02af-46d8-8c7b-0872aacadc2a,979304,559.46,2024-08-29,23:53:00,Vasquez LLC,South Andreaville,credit,0
b9821e12-2388-4784-8563-2910c899d7b8,503986,683.42,2024-05-20,19:57:00,Hawkins Ltd,North Williamstad,debit,0
e4e9b095-6173-459f-b166-06da2346b108,291730,6245.1,2024-06-09,23:19:00,Fernandez-Lewis,Lake Anna,credit,0
05fdac84-9d28-4f29-83ee-e43192dbb8c1,155333,7030.44,2024-01-30,21:48:00,"Riley, Martinez and Reid",Huangmouth,debit,0
db4df7f8-bc6c-4c71-a82d-599c1fc05511,294769,354.9,2024-06-09,2:09:00,Johnson LLC,Port Andrewview,debit,0
bf69dc3b-fa3c-45e0-a4cb-87390a6d1d0d,843798,7132.57,2024-01-25,8:29:00,Pugh-Rodriguez,Lake Darius,credit,0
1391aa6e-c20c-4de8-adec-478490bb67cb,365486,1768.98,2024-02-13,8:30:00,"Mccullough, Gentry and Nelson",Gregorybury,debit,0
5b5d1ffc-9f2c-4a89-a6ad-682048639f3b,391534,794.98,2024-05-04,9:03:00,Huang-Phillips,Lake Annabury,debit,0
e64be4cf-572a-49a1-a9ed-c82ed35cbb64,209604,5375.36,2024-01-16,5:04:00,White-Sharp,Eddiebury,debit,0
7fc833b6-cb80-4a25-95f8-44a8ec9046f7,945839,3353.04,2024-01-05,19:19:00,"Mclean, Howard and Arroyo",Lake Tamaramouth,credit,0
ad77c6a6-23e7-47ae-a44e-51c07c8bfc96,766062,9332.06,2024-07-27,18:48:00,Hudson-Harper,North Seth,debit,0
e36f1cbf-96d3-4bd7-a07b-52bfcd65bcb7,253024,7133.32,2024-04-29,0:58:00,Reyes-Johnson,Andrewfort,credit,0
afe597bf-167c-4ba5-a500-c8be0cb15697,777704,2117.47,2024-03-16,6:23:00,Moyer-Carrillo,Port John,credit,0
706b614c-d6a8-4c99-8357-71e4db6f8b73,420653,8605.35,2024-03-02,19:30:00,Brown Inc,Stanleyton,debit,0
cdfa64e4-e242-433d-b57f-db27118498b3,128229,3747.48,2024-06-27,0:24:00,"King, Anthony and Decker",Ballmouth,credit,0
2497b991-c230-4489-8d73-ce796344b87c,586710,8512.37,2024-06-16,7:50:00,Smith-Cox,Port Amy,credit,0
ba6048f3-d0de-4160-a937-664df841dbd5,247582,287.51,2024-02-26,1:44:00,"Knapp, Torres and Vega",North Michellemouth,credit,0
b3147074-a400-4cc1-863d-b1ff301f9930,834547,8256.3,2024-04-20,18:13:00,Kirk Ltd,Burgessborough,credit,0
86be47d6-0ae7-4ed6-9574-182c0942b57e,801543,4698.58,2024-02-06,18:36:00,"Jones, Gill and Wilcox",Lake Jackie,credit,0
6a696fe0-5ee1-4bc6-9655-32025c525e62,508284,1672.88,2024-06-09,12:42:00,Jenkins Ltd,South Justin,debit,1
1f3c3090-0691-4895-be53-6e4a3eab045e,618662,5203.31,2024-08-16,16:55:00,"Boone, Tate and Martinez",Jasonview,debit,0
44a3ce2e-c0a4-4379-ba7b-c56ebbbbdcf8,772782,9527.37,2024-08-05,15:19:00,"Cooper, Marsh and Nielsen",North Deniseberg,debit,0
0e966c82-6f24-4d49-bf33-60ce7cf26b75,579887,542.6,2024-03-21,2:36:00,Perry-Hinton,East Ryantown,debit,0
421f5963-34d7-4384-82a2-0a37964881b2,647252,493.65,2024-09-01,2:55:00,Hobbs-Rodriguez,New Maria,credit,0
198d70cf-e857-4c87-9c3c-8947db26b4ec,856480,368.85,2024-05-01,21:18:00,Maddox Ltd,Port Jodi,credit,1
d2e2828c-ad89-4675-b5d2-665e05cad794,483875,4358.32,2024-03-30,22:01:00,Kelly-Wagner,Port Seanhaven,debit,0
2842786a-e686-4d23-90f3-7eafbf3dfc59,794119,7233.1,2024-03-03,10:42:00,"White, Clements and Dawson",Lake Andrehaven,credit,0
ec9b908c-dff4-4c4c-8023-c7a76bde3055,484073,8085.16,2024-04-29,11:49:00,Watson-Lucas,Kaylafort,debit,0
e8e3befa-f1e7-4d81-94de-e843aee174e0,885894,1275.16,2024-03-02,20:44:00,Short-Frost,South Kathleen,debit,0
4f939a87-f8e6-4a73-86fd-511f84c1ac2d,666644,1933.37,2024-04-25,15:22:00,Jacobs Inc,West Dustin,credit,0
96ddfdf7-9aa1-44dc-9e4a-f5129c5fd6dc,979091,3827.71,2024-01-07,0:24:00,Fischer Group,East Michaelchester,debit,0
176ec3d7-ef0d-456f-87dc-bc6b4f6357c2,958028,6637.74,2024-01-27,16:56:00,"Burke, Hayes and Nguyen",New Mark,credit,1
80c69450-f168-4629-b29b-36612e34f2eb,661168,7297.59,2024-08-23,15:04:00,"Good, Douglas and Sloan",Nancyville,credit,0
f8cac1ef-e2d5-4c9d-acf2-82839e6580a0,720379,5385.94,2024-08-22,13:17:00,Miller-Ellison,Lake Annettefort,credit,0
f64310b0-0b79-4e7b-aeb0-c89f9ce1e195,577838,896.48,2024-06-02,4:21:00,Williams LLC,East Katelynport,credit,0
c44e371b-a020-4f73-8662-cd40758efcb0,576223,1796.61,2024-08-20,13:28:00,"Smith, Odonnell and Mercer",North Justinstad,credit,0
1fb7aa6e-4319-4312-a61c-3f7bc8f5d01c,762560,2085.89,2024-07-26,5:25:00,Hall Inc,Graveshaven,debit,0
8b2b3a1e-e149-4ed1-a919-8b077d444971,371644,1557.95,2024-07-29,20:35:00,Allen-Jones,Lake Justin,debit,0
28ff6935-641b-4fcb-ad30-57af6f99e455,458300,59.05,2024-05-18,21:02:00,Chang-Gallagher,Lewisville,debit,0
b47e20d0-311a-4b8f-9380-4889aff9fee1,913926,6989.51,2024-01-22,20:21:00,"Collins, Johnson and Warren",Katherinemouth,credit,0
02e5c5de-c72c-4034-b485-e686d7e4bff5,397587,4598.29,2024-03-13,9:58:00,Parker-Dominguez,North Adam,credit,0
823cb169-be05-4774-9ca3-9a6872e5059c,538345,4301.75,2024-08-09,21:45:00,"Harrison, Valdez and Ortiz",West Charles,credit,0
a7a2c9c8-996f-4bc0-912d-bc75c700ba33,269420,8772.48,2024-04-24,5:07:00,"Mack, Martinez and Black",Salasside,credit,0
feb52948-5d13-41de-85e7-180a2927fd57,657098,810.24,2024-05-04,5:52:00,Johnston-Ali,Lake Kristen,credit,0
97500f16-7a75-4900-8186-b5df0a4a91a5,859627,5511.92,2024-06-15,16:45:00,Arnold Group,Kellychester,debit,0
1473ac64-ed99-4bf4-b30e-8a448432341d,189113,4220.73,2024-05-16,2:31:00,Holloway-Walker,New Cynthiamouth,credit,0
8096c254-9eee-4901-bad3-50c7a6bbc8bf,992226,4772.81,2024-08-12,3:11:00,Robbins and Sons,East Christopherville,credit,0
5522d9ad-8097-4911-9624-6a8cd1608f0c,124317,4444.06,2024-04-08,2:33:00,"Powell, Ford and Waters",East Michael,debit,0
03934552-76c6-4767-9307-edf124ddef7c,846247,4936.11,2024-04-04,19:49:00,Williams-Fields,Patrickview,debit,0
49643fdb-115c-426a-b6aa-a0e9ad5befcd,788814,1560.49,2024-06-18,17:39:00,Gonzales-Turner,West Richardfurt,credit,0
e104f44d-99fb-4360-836e-1430b423226b,623802,5728.91,2024-05-11,16:14:00,Riddle-Simmons,New Johnny,debit,0
a3f81e6f-4004-4601-b0a6-4391a6189543,885843,5516.12,2024-05-11,9:15:00,Adams-Maldonado,Jennifertown,debit,0
a13edc3c-1357-423e-8a52-7d4b0524c1e0,124322,5012.86,2024-04-25,16:31:00,"Scott, Lang and Myers",East Louis,debit,0
6c1725ea-8976-4fcb-9e39-e5afd4691674,955106,4645.12,2024-02-18,0:03:00,Davidson-Brown,Sandramouth,credit,0
736b97e7-b94d-45e7-9402-48b16673ffa0,491901,6036.03,2024-03-20,4:52:00,Fitzgerald-Ward,New Norma,credit,0
6689d10f-56ce-4a7c-9997-a2bf3a3f258a,938461,8333.84,2024-05-23,5:51:00,Vazquez-Clark,South Mariaport,credit,0
9a3aee6c-68b2-47ab-be3b-f1011739cd66,540455,9919.5,2024-05-04,1:16:00,Cohen Group,New Joe,debit,0
dadf3872-e63f-4bbf-b53c-744b6fdf68fa,305226,293.86,2024-07-17,18:01:00,Meyer-Montgomery,Michellehaven,debit,0
10ed0d97-9e4b-4aae-bcd5-7ada7e5341fa,628616,2462.13,2024-07-10,3:48:00,"Nguyen, Wallace and Gibbs",Robertmouth,credit,0
f6c5fe2b-fa1f-41f3-86d1-ca0206f25a6e,613098,4546.2,2024-04-21,18:18:00,Grant Group,Christopherville,debit,0
fcb97c92-f1d6-428d-a724-286cb37b3690,761888,6805.4,2024-01-25,16:35:00,Chang Inc,Hickmanview,debit,0
8bf2f461-ed7b-4c8a-97f3-01308bbcb78a,368247,428.33,2024-03-14,10:27:00,Turner-Larson,Lake Sarahborough,credit,0
00461220-8ffe-4f16-8d00-39b46e6cacc1,848278,9694.09,2024-09-03,10:33:00,Goodwin-Jones,Lake Jamesfurt,debit,0
5c5646e0-e34b-4f62-8212-a5e01d8af455,410849,3511.75,2024-07-04,14:13:00,"Carr, Walter and Smith",Singhside,debit,0
79823802-4e52-41e3-9fa1-5008647d2259,831829,3295.87,2024-05-12,1:45:00,Patrick-Morris,New Dana,debit,0
1dbe4455-41f6-42f3-935e-a069a49dd3ed,212599,4827.53,2024-07-06,4:12:00,"Brown, Long and Martinez",South Raymondton,debit,0
2f0688a6-1f07-49e7-a344-a4f39d5cf6ea,558480,4714.98,2024-06-14,21:54:00,Baldwin PLC,West Kathleen,credit,0
377f7b47-9407-4b9b-a296-8379a51699e6,300273,5496.2,2024-09-07,17:59:00,Spence-Morgan,Michaelburgh,debit,0
800932f6-9b39-40f2-a8d6-f2990ecd5695,105251,9855.72,2024-09-01,9:47:00,Williams-Cisneros,Ericchester,debit,0
fe280330-9c6d-41c5-8287-afcc0ec2dafc,144245,7632.1,2024-06-17,0:01:00,"Yates, Fritz and Gill",North Thomasbury,credit,0
ef0bd790-c7cd-4a57-a92f-cde08ee8b54a,606576,3610.01,2024-03-21,1:19:00,Porter PLC,Summerport,credit,0
95ed28eb-332a-4c25-b1cf-040fdc0883d1,929124,9614.43,2024-01-30,16:22:00,Mays-Williams,Port Katrinastad,credit,0
2d831986-9a62-439a-a840-9a90e0d70252,156183,5501.97,2024-01-09,20:07:00,Farrell-Hodges,Blackfurt,debit,0
1d5060b3-1a8a-43b9-aacb-d12fb686839b,916552,7442.42,2024-06-17,22:55:00,Anderson Ltd,Lake Pamelafurt,credit,0
5eb32d8e-a8cb-4cfa-ac3f-fa65e94389c8,778745,1753.05,2024-07-12,15:35:00,Reilly Group,Byrdfurt,debit,0
c26ec197-c002-4b3c-a399-fe6faddc4d43,837504,5604.24,2024-04-19,7:45:00,Glover and Sons,Cruztown,debit,0
b2eae99f-a0d4-4858-835b-e318067beb73,556026,4143.97,2024-08-27,23:32:00,"Reed, Cook and Reed",Lake Michele,credit,0
2e637831-272c-496f-9a81-e490fb1554fe,993516,8348.05,2024-06-29,12:19:00,Velasquez-Campbell,South John,debit,0
94fcbfef-7301-4368-9ed2-869d9b4a948f,236814,7550.79,2024-04-23,21:24:00,Baker-Blankenship,Lake Pamela,credit,0
2256a316-c11b-4c38-b8cc-a5dac8fe40bc,789255,8506.77,2024-07-19,2:47:00,Craig and Sons,Port Rebecca,credit,0
1a701eab-d8b4-44ac-a001-83b76bb54acf,648337,7018.78,2024-02-22,0:56:00,Hayes-Mercado,Jameschester,credit,0
ea69abaa-471e-4b98-816b-2b7c604494a9,854863,3941.51,2024-07-12,8:15:00,Sullivan Inc,Haroldton,credit,0
a8c340af-93f5-4ab4-b2a5-218d9b4c2db9,338587,7897.11,2024-01-25,7:37:00,Morris-Byrd,West Matthew,debit,0
a92b6abb-4070-47f9-9ff8-21093606d047,614358,8862.25,2024-07-20,19:48:00,Lawrence-Phillips,Joseview,credit,0
4678aaa8-39a9-463b-9220-83288d0c2bbe,592248,2433.93,2024-06-12,5:23:00,Lane-Henderson,Roachshire,debit,0
cd005f19-8ea7-4476-80b7-b2f0a2855912,212050,4223.31,2024-07-28,13:09:00,"Jones, Montoya and Garza",Moniquemouth,credit,0
c3f103b8-5753-44b6-9fdc-b619dce11c64,214307,7245.92,2024-08-01,21:24:00,"Rodriguez, Wheeler and Moreno",Oliverview,debit,0
01536007-5836-45dd-b4da-78eb34c85819,853829,7005.62,2024-04-11,6:21:00,Snow Group,West Ashleyshire,debit,0
1d32fa79-00e1-411c-8c04-6ad8df5d923d,957460,1362.22,2024-01-08,7:23:00,Blankenship-Davis,East Hannah,credit,0
b6b26b99-0bed-4a5f-8cbe-2a8af25492be,114667,7544.7,2024-01-07,20:46:00,"Cochran, Castillo and Williams",New Ericmouth,debit,0
7849ee5e-a74d-4f53-901f-0f1ad9b1a0bd,522938,9577.41,2024-07-31,19:49:00,Lopez-Brooks,Roystad,credit,0
dda36629-db63-4cb8-8703-2c81654b1744,242662,4085.39,2024-06-20,22:53:00,"Davenport, Jennings and Jones",Hayesshire,debit,0
8f1d45bb-275b-46da-802a-7f6e7f839d0f,280087,791.58,2024-05-23,14:15:00,"Jones, Buckley and Brown",South Kenneth,debit,0
11b6bb71-7941-4bc2-8353-cfe8c97067e8,769691,8668.73,2024-08-02,0:28:00,"Kennedy, Ellis and Fox",New Scottview,credit,0
42c3821c-7bec-4c14-9181-03bf48ef8f49,871956,8232.27,2024-08-05,9:48:00,Merritt Ltd,Seanburgh,credit,0
2553d20f-c579-4a79-b169-a3d83db2e889,156239,343.9,2024-04-06,4:37:00,"Martinez, Kelly and Riggs",Lisaville,debit,0
